,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
73,UFC 53: Heavy Hitters,Nate Quarry vs Shonie Carter,Nate Quarry,Shonie Carter,2,0,19,30,6,19,46,57,11,25,0,0,0,0,0,0,0,0,36,42,15,23,2,10,4,5,1,3,0,2,3,6,7,12,3,12,6,11,3,7,6,7,0,0,KO/TKO ,157,1,3,Nate Quarry,Middleweight Bout
74,UFC 53: Heavy Hitters,Paul Buentello vs Kevin Jordan,Paul Buentello,Kevin Jordan,1,0,20,43,18,33,23,47,26,41,0,0,0,1,1,0,0,0,40,82,12,35,6,17,8,8,11,14,0,0,1,2,5,19,7,16,13,17,11,17,2,7,0,0,Submission ,240,1,3,Paul Buentello,Heavyweight Bout
75,UFC 53: Heavy Hitters,Forrest Griffin vs Bill Mahood,Forrest Griffin,Bill Mahood,0,0,3,4,1,1,32,33,2,2,1,1,0,0,1,0,0,0,124,0,3,4,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,2,2,0,0,Submission ,138,1,3,Forrest Griffin,Light Heavyweight Bout
76,UFC 53: Heavy Hitters,Rich Franklin vs Evan Tanner,Rich Franklin,Evan Tanner,0,1,97,272,25,95,104,279,27,99,0,0,1,5,1,1,1,0,75,48,79,245,15,71,11,18,9,23,7,9,1,1,82,241,22,87,15,26,3,8,0,5,0,0,TKO - Doctor's Stoppage ,1105,4,5,Rich Franklin,UFC Middleweight Title Bout
77,UFC 53: Heavy Hitters,Karo Parisyan vs Matt Serra,Karo Parisyan,Matt Serra,0,1,56,127,26,65,113,191,52,91,8,10,1,2,2,0,0,2,362,56,51,119,16,53,4,7,4,5,1,1,6,7,18,55,15,51,3,8,3,5,35,64,8,9,Decision - Unanimous ,900,3,3,Karo Parisyan,Welterweight Bout
78,UFC 53: Heavy Hitters,Andrei Arlovski vs Justin Eilers,Andrei Arlovski,Justin Eilers,0,0,33,56,5,21,33,56,7,23,0,0,0,1,0,0,0,0,7,0,22,43,4,20,1,2,0,0,10,11,1,1,27,48,5,21,3,5,0,0,3,3,0,0,KO/TKO ,250,1,5,Andrei Arlovski,UFC Interim Heavyweight Title Bout
79,UFC 52: Couture vs Liddell 2,Mike van Arsdale vs John Marsh,Mike van Arsdale,John Marsh,0,1,34,60,18,35,85,117,40,58,1,4,1,1,0,1,1,0,446,161,14,39,8,23,20,21,6,8,0,0,4,4,2,21,5,15,1,2,9,13,31,37,4,7,Decision - Unanimous ,900,3,3,Mike van Arsdale,Heavyweight Bout
80,UFC 52: Couture vs Liddell 2,Joe Doerksen vs Patrick Cote,Joe Doerksen,Patrick Cote,0,2,9,24,37,54,35,55,49,66,4,6,0,0,4,0,1,1,327,281,3,16,28,44,5,7,5,5,1,1,4,5,4,12,14,19,1,4,5,8,4,8,18,27,Submission ,755,3,3,Joe Doerksen,Middleweight Bout
81,UFC 52: Couture vs Liddell 2,Ivan Salaverry vs Joe Riggs,Ivan Salaverry,Joe Riggs,0,0,2,7,6,11,5,11,7,12,0,1,1,1,1,0,0,0,0,81,2,5,4,9,0,0,0,0,0,2,2,2,0,5,1,3,2,2,2,2,0,0,3,6,Submission ,162,1,3,Ivan Salaverry,Middleweight Bout
82,UFC 52: Couture vs Liddell 2,Georges St-Pierre vs Jason Miller,Georges St-Pierre,Jason Miller,0,0,64,94,16,41,117,148,28,53,5,5,1,6,4,0,1,1,583,99,41,70,6,26,16,17,9,12,7,7,1,3,13,26,11,34,6,7,1,1,45,61,4,6,Decision - Unanimous ,900,3,3,Georges St-Pierre,Welterweight Bout
83,UFC 52: Couture vs Liddell 2,Matt Lindland vs Travis Lutter,Matt Lindland,Travis Lutter,0,0,11,25,0,4,59,77,26,31,2,4,1,1,1,0,0,1,328,113,6,17,0,4,1,2,0,0,4,6,0,0,0,4,0,4,10,16,0,0,1,5,0,0,Submission ,493,2,3,Matt Lindland,Middleweight Bout
84,UFC 52: Couture vs Liddell 2,Matt Hughes vs Frank Trigg,Matt Hughes,Frank Trigg,0,1,13,19,13,21,19,25,25,33,1,2,0,0,1,1,1,0,92,109,10,16,9,17,2,2,4,4,1,1,0,0,1,4,0,3,2,2,6,7,10,13,7,11,Submission ,245,1,5,Matt Hughes,UFC Welterweight Title Bout
85,UFC 52: Couture vs Liddell 2,Renato Sobral vs Travis Wiuff,Renato Sobral,Travis Wiuff,0,0,15,27,3,5,44,59,10,12,2,3,2,2,2,0,0,0,199,71,11,22,2,4,3,4,1,1,1,1,0,0,3,6,1,2,5,6,1,2,7,15,1,1,Submission ,324,2,3,Renato Sobral,Light Heavyweight Bout
86,UFC 52: Couture vs Liddell 2,Chuck Liddell vs Randy Couture,Chuck Liddell,Randy Couture,1,0,13,26,9,24,15,28,9,24,0,0,0,0,0,0,0,0,2,2,12,25,8,22,0,0,0,1,1,1,1,1,11,23,8,21,0,1,1,3,2,2,0,0,KO/TKO ,126,1,5,Chuck Liddell,UFC Light Heavyweight Title Bout
87,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis vs Josh Rafferty,Alex Karalexis,Josh Rafferty,0,0,6,12,1,3,12,19,2,4,0,0,0,1,0,1,0,0,63,0,6,12,0,1,0,0,1,1,0,0,0,1,0,4,1,3,0,0,0,0,6,8,0,0,KO/TKO ,100,1,3,Alex Karalexis,Welterweight Bout
88,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick vs Alex Schoenauer,Mike Swick,Alex Schoenauer,1,0,7,13,1,4,7,13,1,4,0,0,0,0,0,0,0,0,0,0,6,12,0,2,0,0,0,1,1,1,1,1,7,13,1,4,0,0,0,0,0,0,0,0,KO/TKO ,20,1,3,Mike Swick,Middleweight Bout
89,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Nate Quarry vs Lodune Sincaid,Nate Quarry,Lodune Sincaid,0,0,36,82,10,34,36,82,10,34,0,0,0,0,0,0,0,0,0,0,26,71,3,26,8,9,0,0,2,2,7,8,36,82,10,34,0,0,0,0,0,0,0,0,KO/TKO ,197,1,3,Nate Quarry,Middleweight Bout
90,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck vs Chris Sanford,Josh Koscheck,Chris Sanford,0,0,14,17,1,2,27,31,3,4,2,2,0,0,0,1,0,0,189,0,13,16,0,1,0,0,0,0,1,1,1,1,2,3,1,2,0,0,0,0,12,14,0,0,KO/TKO ,261,1,3,Josh Koscheck,Middleweight Bout
91,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben vs Jason Thacker,Chris Leben,Jason Thacker,0,0,27,40,1,3,34,47,3,5,1,1,0,0,0,0,0,0,86,0,21,34,1,3,6,6,0,0,0,0,0,0,0,1,0,1,1,2,1,2,26,37,0,0,KO/TKO ,95,1,3,Chris Leben,Middleweight Bout
92,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger vs Bobby Southworth,Sam Hoger,Bobby Southworth,1,0,22,119,21,84,71,171,81,151,0,1,1,2,0,0,0,0,159,81,12,95,6,66,5,17,1,2,5,7,14,16,21,108,19,81,1,3,1,1,0,8,1,2,Decision - Unanimous ,900,3,3,Sam Hoger,Light Heavyweight Bout
93,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Diego Sanchez vs Kenny Florian,Diego Sanchez,Kenny Florian,0,0,14,21,2,4,14,21,5,7,1,2,0,0,0,0,0,0,92,0,13,20,1,3,1,1,1,1,0,0,0,0,0,2,0,1,2,2,1,1,12,17,1,2,KO/TKO ,169,1,3,Diego Sanchez,Ultimate Fighter 1 Middleweight Tournament Title Bout
94,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Forrest Griffin vs Stephan Bonnar,Forrest Griffin,Stephan Bonnar,0,0,88,184,57,150,96,192,64,157,2,9,0,0,1,0,0,0,154,19,62,149,55,146,16,22,1,2,10,13,1,2,51,128,43,127,33,51,14,23,4,5,0,0,Decision - Unanimous ,900,3,3,Forrest Griffin,Ultimate Fighter 1 Light Heavyweight Tournament Title Bout
95,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Rich Franklin vs Ken Shamrock,Rich Franklin,Ken Shamrock,0,0,23,36,0,4,25,38,0,4,0,0,1,1,0,2,0,0,17,25,20,33,0,4,3,3,0,0,0,0,0,0,6,14,0,4,0,2,0,0,17,20,0,0,KO/TKO ,162,1,3,Rich Franklin,Light Heavyweight Bout
96,UFC 51: Super Saturday,Nick Diaz vs Drew Fickett,Nick Diaz,Drew Fickett,0,0,13,28,3,8,136,153,4,13,0,1,0,0,1,2,0,0,146,101,10,24,2,6,2,3,0,1,1,1,1,1,2,4,1,4,3,4,0,2,8,20,2,2,KO/TKO ,280,1,3,Nick Diaz,Welterweight Bout
97,UFC 51: Super Saturday,Karo Parisyan vs Chris Lytle,Karo Parisyan,Chris Lytle,0,0,29,66,7,16,81,124,58,67,7,9,0,0,2,2,0,2,773,33,29,66,4,13,0,0,3,3,0,0,0,0,0,5,1,9,1,1,5,6,28,60,1,1,Decision - Unanimous ,900,3,3,Karo Parisyan,Welterweight Bout
98,UFC 51: Super Saturday,David Loiseau vs Gideon Ray,David Loiseau,Gideon Ray,2,0,17,34,11,23,25,43,12,24,0,0,1,1,1,0,0,0,159,35,16,31,2,12,1,2,4,5,0,1,5,6,2,11,4,16,3,3,6,6,12,20,1,1,TKO - Doctor's Stoppage ,300,1,3,David Loiseau,Middleweight Bout
99,UFC 51: Super Saturday,Mike Kyle vs James Irvin,Mike Kyle,James Irvin,1,0,10,15,3,6,30,39,3,6,1,1,0,0,0,0,0,0,83,6,7,12,1,4,3,3,1,1,0,0,1,1,5,8,2,5,2,3,1,1,3,4,0,0,KO/TKO ,115,1,3,Mike Kyle,Heavyweight Bout
100,UFC 51: Super Saturday,Paul Buentello vs Justin Eilers,Paul Buentello,Justin Eilers,1,0,22,50,7,28,24,52,15,37,0,0,0,0,0,0,0,0,3,78,12,38,3,19,3,3,0,3,7,9,4,6,18,45,1,21,3,4,6,7,1,1,0,0,KO/TKO ,214,1,3,Paul Buentello,Heavyweight Bout
101,UFC 51: Super Saturday,Evan Tanner vs David Terrell,Evan Tanner,David Terrell,0,0,19,28,4,9,62,77,4,11,0,0,2,2,0,1,0,0,189,21,18,27,3,7,1,1,0,0,0,0,1,2,0,0,1,4,1,1,3,5,18,27,0,0,KO/TKO ,275,1,5,Evan Tanner,UFC Middleweight Title Bout
102,UFC 51: Super Saturday,Andrei Arlovski vs Tim Sylvia,Andrei Arlovski,Tim Sylvia,1,0,5,10,2,4,5,10,2,4,0,0,0,0,2,0,0,0,8,0,1,6,1,3,0,0,0,0,4,4,1,1,5,6,2,4,0,0,0,0,0,4,0,0,Submission ,47,1,5,Andrei Arlovski,UFC Interim Heavyweight Title Bout
103,UFC 51: Super Saturday,Pete Sell vs Phil Baroni,Pete Sell,Phil Baroni,0,0,16,49,17,40,90,136,73,102,1,4,4,6,1,0,1,0,262,376,10,43,15,37,3,3,2,3,3,3,0,0,7,34,7,28,5,5,3,3,4,10,7,9,Submission ,859,3,3,Pete Sell,Middleweight Bout
104,UFC 51: Super Saturday,Tito Ortiz vs Vitor Belfort,Tito Ortiz,Vitor Belfort,0,0,27,47,19,38,101,130,44,65,4,11,0,0,0,1,0,1,563,186,20,38,16,35,2,4,2,2,5,5,1,1,1,6,1,5,8,10,8,16,18,31,10,17,Decision - Split ,900,3,3,Tito Ortiz,Light Heavyweight Bout
105,UFC 50: The War Of '04,Travis Lutter vs Marvin Eastman,Travis Lutter,Marvin Eastman,1,0,1,11,10,45,1,11,11,46,0,1,0,0,0,0,0,0,2,0,1,11,3,37,0,0,0,0,0,0,7,8,1,11,9,42,0,0,1,3,0,0,0,0,KO/TKO ,333,2,3,Travis Lutter,Light Heavyweight Bout
106,UFC 50: The War Of '04,Ivan Salaverry vs Tony Fryklund,Ivan Salaverry,Tony Fryklund,1,0,9,15,4,6,20,29,4,6,0,2,0,1,1,0,0,0,60,2,6,11,1,2,2,2,1,1,1,2,2,3,0,3,1,2,6,9,3,4,3,3,0,0,Submission ,96,1,3,Ivan Salaverry,Middleweight Bout
107,UFC 50: The War Of '04,Evan Tanner vs Robbie Lawler,Evan Tanner,Robbie Lawler,0,0,6,17,3,14,6,17,4,15,0,0,1,1,1,0,0,0,0,33,2,12,2,13,1,1,1,1,3,4,0,0,6,17,1,11,0,0,1,1,0,0,1,2,Submission ,142,1,3,Evan Tanner,Middleweight Bout
108,UFC 50: The War Of '04,Frank Trigg vs Renato Verissimo,Frank Trigg,Renato Verissimo,0,0,33,59,4,21,65,93,10,27,1,1,0,8,0,2,0,0,301,53,26,48,2,18,6,10,0,1,1,1,2,2,5,16,2,13,9,16,2,8,19,27,0,0,KO/TKO ,431,2,3,Frank Trigg,Welterweight Bout
109,UFC 50: The War Of '04,Matt Hughes vs Georges St-Pierre,Matt Hughes,Georges St-Pierre,0,0,4,14,6,17,8,21,12,24,2,7,1,1,2,0,0,0,140,17,3,13,4,15,1,1,2,2,0,0,0,0,3,11,5,16,1,1,1,1,0,2,0,0,Submission ,299,1,5,Matt Hughes,UFC Welterweight Title Bout
110,UFC 50: The War Of '04,Rich Franklin vs Jorge Rivera,Rich Franklin,Jorge Rivera,1,0,41,73,22,41,84,116,60,81,3,3,0,1,1,0,0,0,575,50,27,51,9,24,11,19,13,17,3,3,0,0,6,14,5,14,26,45,17,27,9,14,0,0,Submission ,868,3,3,Rich Franklin,Middleweight Bout
111,UFC 50: The War Of '04,Tito Ortiz vs Patrick Cote,Tito Ortiz,Patrick Cote,0,0,45,75,11,27,166,202,26,42,2,3,0,1,0,0,0,0,761,0,42,72,11,27,3,3,0,0,0,0,0,0,1,5,7,22,0,0,2,2,44,70,2,3,Decision - Unanimous ,900,3,3,Tito Ortiz,Light Heavyweight Bout
112,UFC 49: Unfinished Business,Yves Edwards vs Josh Thomson,Yves Edwards,Josh Thomson,1,0,16,21,13,22,24,30,33,43,0,1,2,3,0,0,0,0,40,97,10,15,2,7,1,1,4,6,5,5,7,9,1,3,7,13,8,11,6,8,7,7,0,1,KO/TKO ,272,1,3,Yves Edwards,Lightweight Bout
113,UFC 49: Unfinished Business,Karo Parisyan vs Nick Diaz,Karo Parisyan,Nick Diaz,0,0,27,79,37,102,48,104,121,189,9,15,1,2,0,2,0,1,414,78,23,75,26,83,2,2,10,18,2,2,1,1,12,38,25,82,7,16,11,17,8,25,1,3,Decision - Split ,900,3,3,Karo Parisyan,Welterweight Bout
114,UFC 49: Unfinished Business,Chris Lytle vs Ronald Jhun,Chris Lytle,Ronald Jhun,1,0,12,25,8,16,38,59,20,29,0,1,1,1,2,0,1,0,260,23,8,20,1,5,3,4,3,5,1,1,4,6,6,14,5,12,1,2,3,4,5,9,0,0,Submission ,377,2,3,Chris Lytle,Welterweight Bout
115,UFC 49: Unfinished Business,Justin Eilers vs Mike Kyle,Justin Eilers,Mike Kyle,1,0,4,9,7,16,5,10,7,16,0,1,0,0,0,0,0,0,1,0,4,8,1,10,0,1,5,5,0,0,1,1,1,6,0,7,2,2,7,9,1,1,0,0,KO/TKO ,74,1,3,Justin Eilers,Heavyweight Bout
116,UFC 49: Unfinished Business,David Terrell vs Matt Lindland,David Terrell,Matt Lindland,1,0,5,7,0,1,5,7,0,1,0,0,0,0,0,0,0,0,8,0,5,7,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,5,0,0,KO/TKO ,24,1,3,David Terrell,Middleweight Bout
117,UFC 49: Unfinished Business,Chuck Liddell vs Vernon White,Chuck Liddell,Vernon White,2,0,31,68,13,37,51,88,13,37,1,1,0,1,0,0,0,0,91,0,27,64,9,32,3,3,2,3,1,1,2,2,9,26,11,28,5,11,1,5,17,31,1,4,KO/TKO ,245,1,3,Chuck Liddell,Light Heavyweight Bout
118,UFC 49: Unfinished Business,Joe Riggs vs Joe Doerksen,Joe Riggs,Joe Doerksen,0,0,29,55,6,7,44,71,22,24,2,3,2,7,0,0,1,1,364,44,24,49,2,3,3,4,1,1,2,2,3,3,2,7,4,5,2,3,2,2,25,45,0,0,KO/TKO ,519,2,3,Joe Riggs,Middleweight Bout
119,UFC 49: Unfinished Business,Randy Couture vs Vitor Belfort,Randy Couture,Vitor Belfort,0,0,50,71,3,6,131,154,10,13,2,4,0,0,0,2,0,0,846,1,40,56,1,4,3,5,2,2,7,10,0,0,1,4,0,3,16,25,2,2,33,42,1,1,TKO - Doctor's Stoppage ,900,3,5,Randy Couture,UFC Light Heavyweight Title Bout
120,UFC 48: Payback,Trevor Prangley vs Curtis Stout,Trevor Prangley,Curtis Stout,0,0,12,18,5,7,45,57,23,27,2,4,0,0,2,0,0,0,309,4,2,8,0,2,10,10,3,3,0,0,2,2,0,1,4,5,0,0,0,0,12,17,1,2,Submission ,365,2,3,Trevor Prangley,Middleweight Bout
121,UFC 48: Payback,Georges St-Pierre vs Jay Hieron,Georges St-Pierre,Jay Hieron,2,0,24,33,5,9,37,46,5,9,0,1,0,3,0,0,0,0,21,6,22,31,1,5,2,2,2,2,0,0,2,2,13,16,4,8,2,3,1,1,9,14,0,0,KO/TKO ,102,1,3,Georges St-Pierre,Welterweight Bout
122,UFC 48: Payback,Matt Serra vs Ivan Menjivar,Matt Serra,Ivan Menjivar,0,0,14,40,8,16,67,108,59,68,6,7,0,2,0,2,0,0,798,7,9,33,3,10,5,7,5,6,0,0,0,0,2,4,1,8,2,3,5,6,10,33,2,2,Decision - Unanimous ,900,3,3,Matt Serra,Lightweight Bout
123,UFC 48: Payback,Evan Tanner vs Phil Baroni,Evan Tanner,Phil Baroni,0,0,73,102,23,67,118,148,60,104,5,12,0,1,0,0,0,0,365,3,55,82,16,60,15,17,6,6,3,3,1,1,39,63,16,56,19,21,7,11,15,18,0,0,Decision - Unanimous ,900,3,3,Evan Tanner,Middleweight Bout
124,UFC 48: Payback,Matt Hughes vs Renato Verissimo,Matt Hughes,Renato Verissimo,0,0,11,23,7,13,17,31,87,95,3,6,0,0,1,4,1,1,809,12,6,17,5,10,5,6,2,3,0,0,0,0,2,3,0,5,2,3,3,3,7,17,4,5,Decision - Unanimous ,900,3,3,Matt Hughes,Welterweight Bout
125,UFC 48: Payback,Frank Mir vs Tim Sylvia,Frank Mir,Tim Sylvia,0,0,3,3,2,5,3,3,2,5,0,0,1,1,1,0,0,0,0,29,0,0,1,4,0,0,1,1,3,3,0,0,3,3,1,4,0,0,1,1,0,0,0,0,Submission ,50,1,5,Frank Mir,UFC Heavyweight Title Bout
126,UFC 48: Payback,Frank Trigg vs Dennis Hallman,Frank Trigg,Dennis Hallman,0,0,20,41,1,6,34,56,14,19,0,0,0,1,0,2,0,0,200,0,20,40,0,4,0,1,0,1,0,0,1,1,1,11,1,5,0,0,0,1,19,30,0,0,KO/TKO ,255,1,3,Frank Trigg,Welterweight Bout
127,UFC 48: Payback,Ken Shamrock vs Kimo Leopoldo,Ken Shamrock,Kimo Leopoldo,1,0,12,15,4,5,14,17,4,6,0,0,0,0,0,0,0,0,9,6,3,6,2,3,9,9,2,2,0,0,0,0,0,1,2,3,11,13,2,2,1,1,0,0,KO/TKO ,86,1,3,Ken Shamrock,Heavyweight Bout
128,UFC 47: It's On!,Genki Sudo vs Mike Brown,Genki Sudo,Mike Brown,0,0,6,8,13,15,10,12,36,41,1,1,1,2,4,0,0,0,12,179,0,2,7,9,5,5,0,0,1,1,6,6,0,0,1,2,6,8,7,7,0,0,5,6,Submission ,211,1,3,Genki Sudo,Lightweight Bout
129,UFC 47: It's On!,Jonathan Wiezorek vs Wade Shipp,Jonathan Wiezorek,Wade Shipp,0,0,10,10,20,23,37,37,42,48,1,4,0,0,0,0,0,0,111,44,10,10,11,14,0,0,7,7,0,0,2,2,0,0,4,6,2,2,15,16,8,8,1,1,KO/TKO ,280,1,3,Jonathan Wiezorek,Heavyweight Bout
130,UFC 47: It's On!,Mike Kyle vs Wes Sims,Mike Kyle,Wes Sims,1,0,13,15,0,2,48,55,6,8,0,1,0,1,1,3,0,0,240,12,8,10,0,1,1,1,0,1,4,4,0,0,2,3,0,2,7,7,0,0,4,5,0,0,KO/TKO ,299,1,3,Mike Kyle,Heavyweight Bout
131,UFC 47: It's On!,Nick Diaz vs Robbie Lawler,Nick Diaz,Robbie Lawler,1,0,22,75,16,64,29,83,18,66,0,1,0,0,0,0,0,0,49,0,14,63,13,60,3,4,3,4,5,8,0,0,18,69,14,58,4,6,2,6,0,0,0,0,KO/TKO ,391,2,3,Nick Diaz,Welterweight Bout
132,UFC 47: It's On!,Andrei Arlovski vs Wesley Correira,Andrei Arlovski,Wesley Correira,1,0,51,83,4,29,51,83,4,29,0,0,0,0,0,0,0,0,6,0,41,68,2,25,2,2,0,0,8,13,2,4,31,52,3,22,20,31,1,7,0,0,0,0,KO/TKO ,375,2,3,Andrei Arlovski,Heavyweight Bout
133,UFC 47: It's On!,Yves Edwards vs Hermes Franca,Yves Edwards,Hermes Franca,0,0,21,43,8,44,66,92,63,104,0,0,4,10,1,2,1,1,291,227,9,29,6,39,2,2,0,1,10,12,2,4,13,23,5,38,0,2,2,4,8,18,1,2,Decision - Split ,900,3,3,Yves Edwards,Lightweight Bout
134,UFC 47: It's On!,Chris Lytle vs Tiki Ghosn,Chris Lytle,Tiki Ghosn,0,0,34,80,27,49,50,96,32,54,2,3,0,0,1,0,0,0,49,27,22,62,9,24,7,12,10,14,5,6,8,11,21,65,15,28,13,15,12,21,0,0,0,0,Submission ,415,2,3,Chris Lytle,Welterweight Bout
135,UFC 47: It's On!,Chuck Liddell vs Tito Ortiz,Chuck Liddell,Tito Ortiz,1,0,23,65,13,32,23,65,13,32,0,0,0,2,0,0,0,0,1,0,22,63,7,25,1,2,0,0,0,0,6,7,23,65,13,32,0,0,0,0,0,0,0,0,KO/TKO ,338,2,3,Chuck Liddell,Light Heavyweight Bout
136,UFC 46: Supernatural,Matt Serra vs Jeff Curran,Matt Serra,Jeff Curran,0,0,45,80,9,15,118,159,19,25,6,10,0,2,0,1,1,2,790,20,26,61,5,11,15,15,3,3,4,4,1,1,2,11,4,9,11,11,3,4,32,58,2,2,Decision - Unanimous ,900,3,3,Matt Serra,Lightweight Bout
137,UFC 46: Supernatural,Josh Thomson vs Hermes Franca,Josh Thomson,Hermes Franca,0,1,40,68,22,46,82,112,60,87,2,3,2,3,0,1,0,0,245,319,16,38,19,40,4,6,3,3,20,24,0,3,26,51,6,20,8,9,4,5,6,8,12,21,Decision - Majority ,900,3,3,Josh Thomson,Lightweight Bout
138,UFC 46: Supernatural,Georges St-Pierre vs Karo Parisyan,Georges St-Pierre,Karo Parisyan,0,0,46,80,1,7,138,177,23,33,6,8,0,2,0,4,2,2,727,19,29,61,1,6,14,15,0,0,3,4,0,1,7,15,0,6,0,0,0,0,39,65,1,1,Decision - Unanimous ,900,3,3,Georges St-Pierre,Welterweight Bout
139,UFC 46: Supernatural,Lee Murray vs Jorge Rivera,Lee Murray,Jorge Rivera,0,0,0,1,2,4,2,4,6,12,0,0,1,2,2,0,0,0,0,87,0,1,1,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,2,Submission ,105,1,3,Lee Murray,Middleweight Bout
140,UFC 46: Supernatural,Frank Mir vs Wes Sims,Frank Mir,Wes Sims,1,0,28,44,18,25,68,90,83,99,4,7,0,0,2,0,0,0,456,39,18,32,1,8,7,8,17,17,3,4,0,0,4,8,2,9,4,4,5,5,20,32,11,11,KO/TKO ,561,2,3,Frank Mir,Heavyweight Bout
141,UFC 46: Supernatural,BJ Penn vs Matt Hughes,BJ Penn,Matt Hughes,0,0,17,23,4,8,33,39,10,14,0,0,0,1,1,0,0,0,250,0,15,21,3,7,2,2,1,1,0,0,0,0,3,4,0,3,2,2,1,1,12,17,3,4,Submission ,279,1,5,BJ Penn,UFC Welterweight Title Bout
142,UFC 46: Supernatural,Renato Verissimo vs Carlos Newton,Renato Verissimo,Carlos Newton,0,0,22,36,4,9,124,151,19,25,3,4,2,5,1,0,1,0,567,211,20,34,1,5,2,2,3,4,0,0,0,0,6,12,1,5,2,2,3,4,14,22,0,0,Decision - Unanimous ,900,3,3,Renato Verissimo,Welterweight Bout
143,UFC 46: Supernatural,Vitor Belfort vs Randy Couture,Vitor Belfort,Randy Couture,0,0,1,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,27,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,TKO - Doctor's Stoppage ,49,1,5,Vitor Belfort,UFC Light Heavyweight Title Bout
144,UFC 45: Revolution,Yves Edwards vs Nick Agallar,Yves Edwards,Nick Agallar,1,0,33,57,5,43,39,63,10,48,0,0,0,2,0,0,0,0,11,67,14,32,2,36,1,4,0,2,18,21,3,5,21,40,4,42,1,2,1,1,11,15,0,0,KO/TKO ,434,2,3,Yves Edwards,Lightweight Bout
145,UFC 45: Revolution,Keith Rockel vs Chris Liguori,Keith Rockel,Chris Liguori,0,0,5,5,1,3,17,19,12,14,1,2,0,0,1,0,0,0,184,8,5,5,0,2,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,5,5,0,0,Submission ,209,1,3,Keith Rockel,Middleweight Bout
146,UFC 45: Revolution,Pedro Rizzo vs Ricco Rodriguez,Pedro Rizzo,Ricco Rodriguez,0,0,30,93,15,33,45,110,27,47,0,0,0,12,0,0,0,0,352,0,9,67,13,28,1,1,0,3,20,25,2,2,11,56,15,33,0,0,0,0,19,37,0,0,Decision - Unanimous ,900,3,3,Pedro Rizzo,Heavyweight Bout
147,UFC 45: Revolution,Robbie Lawler vs Chris Lytle,Robbie Lawler,Chris Lytle,1,0,30,72,37,97,51,93,64,125,3,4,1,1,0,1,1,0,291,24,23,64,18,69,5,6,3,6,2,2,16,22,13,40,31,87,5,7,6,10,12,25,0,0,Decision - Unanimous ,900,3,3,Robbie Lawler,Welterweight Bout
148,UFC 45: Revolution,Evan Tanner vs Phil Baroni,Evan Tanner,Phil Baroni,0,2,28,34,17,32,40,46,29,45,1,4,0,0,0,0,0,0,147,14,16,20,14,28,6,8,3,4,6,6,0,0,6,7,6,15,9,10,11,15,13,17,0,2,KO/TKO ,282,1,3,Evan Tanner,Middleweight Bout
149,UFC 45: Revolution,Wesley Correira vs David Abbott,Wesley Correira,David Abbott,1,0,13,24,11,26,19,30,17,33,0,0,0,0,0,0,0,0,7,84,13,23,11,26,0,0,0,0,0,1,0,0,3,7,4,9,9,16,7,17,1,1,0,0,TKO - Doctor's Stoppage ,134,1,3,Wesley Correira,Heavyweight Bout
