,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass,TitleFight
3917,UFC Fight Night: McGregor vs Brandao,Cathal Pendred vs Mike King,Cathal Pendred,Mike King,0,1,11,40,38,65,16,46,60,103,3,5,1,4,1,2,0,0,122,141,7,33,33,59,3,5,3,4,1,2,2,2,9,37,17,36,1,2,5,5,1,1,16,24,Submission ,513,2,3,Cathal Pendred,Middleweight Bout,No
3918,UFC Fight Night: McGregor vs Brandao,Neil Seery vs Phil Harris,Neil Seery,Phil Harris,1,0,60,148,40,126,63,151,52,139,2,2,2,17,0,0,0,0,144,81,42,119,35,120,5,9,2,3,13,20,3,3,42,114,37,120,3,9,2,5,15,25,1,1,Decision - Unanimous ,900,3,3,Neil Seery,Flyweight Bout,No
3919,UFC Fight Night: McGregor vs Brandao,Ilir Latifi vs Chris Dempsey,Ilir Latifi,Chris Dempsey,0,0,16,31,1,5,17,32,1,5,1,1,0,0,0,0,0,0,3,0,9,24,1,5,1,1,0,0,6,6,0,0,15,30,0,4,0,0,1,1,1,1,0,0,KO/TKO ,127,1,3,Ilir Latifi,Light Heavyweight Bout,No
3920,UFC Fight Night: McGregor vs Brandao,Norman Parke vs Naoyuki Kotani,Norman Parke,Naoyuki Kotani,0,0,34,83,8,35,41,91,16,43,2,2,0,7,0,0,0,0,213,62,25,68,5,26,5,7,1,3,4,8,2,6,5,27,7,32,5,9,1,3,24,47,0,0,KO/TKO ,521,2,3,Norman Parke,Lightweight Bout,No
3921,UFC Fight Night: McGregor vs Brandao,Ian McCall vs Brad Pickett,Brad Pickett,Ian McCall,0,0,22,97,56,119,29,105,112,176,0,10,3,7,0,0,0,0,93,163,15,81,33,88,5,14,18,25,2,2,5,6,10,78,32,90,12,19,19,23,0,0,5,6,Decision - Unanimous ,900,3,3,Ian McCall,Flyweight Bout,No
3922,UFC Fight Night: McGregor vs Brandao,Gunnar Nelson vs Zak Cummings,Gunnar Nelson,Zak Cummings,0,0,13,24,18,75,23,34,21,79,1,1,0,1,1,0,0,0,43,54,9,20,8,56,4,4,5,10,0,0,5,9,9,19,8,60,2,3,10,15,2,2,0,0,Submission ,588,2,3,Gunnar Nelson,Welterweight Bout,No
3923,UFC Fight Night: McGregor vs Brandao,Conor McGregor vs Diego Brandao,Conor McGregor,Diego Brandao,1,0,18,49,9,22,37,68,10,23,1,1,0,2,0,1,0,0,142,22,15,44,5,16,3,5,4,5,0,0,0,1,10,30,5,16,0,0,4,5,8,19,0,1,KO/TKO ,245,1,5,Conor McGregor,Featherweight Bout,No
3924,UFC Fight Night: Cowboy vs Miller,Claudia Gadelha vs Tina Lahdemaki,Claudia Gadelha,Tina Lahdemaki,0,0,70,164,29,141,132,228,49,170,5,6,0,0,2,0,0,0,435,0,49,132,21,123,13,24,5,12,8,8,3,6,41,120,26,134,4,8,3,7,25,36,0,0,Decision - Unanimous ,900,3,3,Claudia Gadelha,Women's Strawweight Bout,No
3925,UFC Fight Night: Cowboy vs Miller,Yosdenis Cedeno vs Jerrod Sanders,Yosdenis Cedeno,Jerrod Sanders,1,0,13,21,2,3,27,38,3,5,0,0,0,0,0,0,1,1,182,55,8,16,1,2,4,4,1,1,1,1,0,0,1,1,1,1,1,1,0,0,11,19,1,2,TKO - Doctor's Stoppage ,300,1,3,Yosdenis Cedeno,Lightweight Bout,No
3926,UFC Fight Night: Cowboy vs Miller,Aljamain Sterling vs Hugo Viana,Hugo Viana,Aljamain Sterling,0,0,15,46,62,98,22,54,94,132,0,0,4,4,0,0,0,0,0,514,9,36,39,67,2,6,16,21,4,4,7,10,12,43,10,32,3,3,12,14,0,0,40,52,KO/TKO ,830,3,3,Aljamain Sterling,Bantamweight Bout,No
3927,UFC Fight Night: Cowboy vs Miller,Leslie Smith vs Jessamyn Duke,Jessamyn Duke,Leslie Smith,0,1,16,36,36,59,16,36,36,59,0,0,0,0,0,0,0,0,0,1,6,25,21,43,5,6,8,9,5,5,7,7,14,32,18,36,2,4,18,23,0,0,0,0,KO/TKO ,144,1,3,Leslie Smith,Women's Bantamweight Bout,No
3928,UFC Fight Night: Cowboy vs Miller,Gleison Tibau vs Pat Healy,Gleison Tibau,Pat Healy,0,0,44,93,54,132,87,143,86,168,4,6,0,3,0,0,0,0,273,134,37,82,26,94,3,6,23,33,4,5,5,5,30,67,37,103,6,16,17,29,8,10,0,0,Decision - Unanimous ,900,3,3,Gleison Tibau,Lightweight Bout,No
3929,UFC Fight Night: Cowboy vs Miller,Lucas Martins vs Alex White,Lucas Martins,Alex White,1,0,53,140,42,159,53,140,42,159,0,1,0,0,0,0,0,0,16,0,36,116,20,115,7,12,20,42,10,12,2,2,50,137,41,157,0,0,1,2,3,3,0,0,KO/TKO ,728,3,3,Lucas Martins,Featherweight Bout,No
3930,UFC Fight Night: Cowboy vs Miller,John Lineker vs Alptekin Ozkilic,John Lineker,Alptekin Ozkilic,1,0,133,327,88,230,134,328,94,237,2,4,1,4,0,0,0,0,16,55,84,250,73,202,42,70,8,21,7,7,7,7,125,309,84,217,6,15,4,13,2,3,0,0,KO/TKO ,891,3,3,John Lineker,Flyweight Bout,No
3931,UFC Fight Night: Cowboy vs Miller,Joe Proctor vs Justin Salas,Justin Salas,Joe Proctor,0,1,35,86,25,81,35,86,29,86,0,4,0,0,0,0,0,0,36,7,19,62,21,74,6,11,2,5,10,13,2,2,25,73,18,70,10,13,1,3,0,0,6,8,KO/TKO ,507,2,3,Joe Proctor,Lightweight Bout,No
3932,UFC Fight Night: Cowboy vs Miller,Rick Story vs Leonardo Mafra,Rick Story,Leonardo Mafra,0,0,24,39,11,20,53,70,21,32,3,4,0,0,1,0,0,0,345,0,22,37,5,13,2,2,5,6,0,0,1,1,7,16,8,17,0,0,2,2,17,23,1,1,Submission ,432,2,3,Rick Story,Welterweight Bout,No
3933,UFC Fight Night: Cowboy vs Miller,Edson Barboza vs Evan Dunham,Edson Barboza,Evan Dunham,1,0,10,17,10,27,10,17,10,27,0,0,0,1,0,0,0,0,3,2,4,11,10,27,5,5,0,0,1,1,0,0,8,15,8,23,2,2,0,2,0,0,2,2,KO/TKO ,186,1,3,Edson Barboza,Lightweight Bout,No
3934,UFC Fight Night: Cowboy vs Miller,Donald Cerrone vs Jim Miller,Donald Cerrone,Jim Miller,1,0,37,78,30,65,41,82,34,69,0,2,1,6,0,0,0,0,21,34,16,44,12,43,14,25,7,9,7,9,11,13,34,73,25,58,2,4,4,6,1,1,1,1,KO/TKO ,511,2,5,Donald Cerrone,Lightweight Bout,No
3935,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Robert Drysdale vs Keith Berish,Robert Drysdale,Keith Berish,0,0,0,5,0,0,2,7,1,1,1,1,0,0,3,0,0,0,90,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Overturned ,123,1,3,NC,Light Heavyweight Bout,No
3936,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Sarah Moras vs Alexis Dufresne,Sarah Moras,Alexis Dufresne,0,0,15,34,12,28,123,149,65,86,1,2,3,3,0,0,1,1,154,653,12,29,5,21,1,3,5,5,2,2,2,2,8,21,5,11,4,8,0,0,3,5,7,17,Decision - Unanimous ,900,3,3,Sarah Moras,Catch Weight Bout,No
3937,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Patrick Walsh vs Daniel Spohn,Patrick Walsh,Daniel Spohn,0,0,11,24,24,51,110,127,52,80,5,7,0,1,3,2,0,0,664,64,11,24,20,46,0,0,1,1,0,0,3,4,4,12,17,40,1,1,6,10,6,11,1,1,Decision - Unanimous ,900,3,3,Patrick Walsh,Light Heavyweight Bout,No
3938,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Adriano Martins vs Juan Manuel Puig,Adriano Martins,Juan Manuel Puig,1,0,9,24,13,51,10,25,13,51,0,0,0,0,0,0,0,0,3,0,9,24,4,37,0,0,1,1,0,0,8,13,9,22,13,51,0,2,0,0,0,0,0,0,KO/TKO ,141,1,3,Adriano Martins,Lightweight Bout,No
3939,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Leandro Issa vs Jumabieke Tuerxun,Jumabieke Tuerxun,Leandro Issa,0,0,33,127,44,139,40,134,71,170,0,0,2,8,0,3,0,1,63,206,24,107,23,113,5,15,4,7,4,5,17,19,31,124,42,135,0,1,0,0,2,2,2,4,Submission ,829,3,3,Leandro Issa,Bantamweight Bout,No
3940,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Kevin Lee vs Jesse Ronson,Jesse Ronson,Kevin Lee,0,0,48,100,49,110,51,105,66,128,1,2,4,12,1,0,0,1,40,427,27,72,33,90,9,12,16,20,12,16,0,0,45,93,36,94,3,7,7,10,0,0,6,6,Decision - Split ,900,3,3,Kevin Lee,Lightweight Bout,No
3941,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Dustin Ortiz vs Justin Scoggins,Justin Scoggins,Dustin Ortiz,0,0,24,37,39,64,32,45,100,134,5,8,2,7,3,0,0,2,283,443,16,25,19,40,5,7,20,22,3,5,0,2,10,22,9,26,11,12,13,15,3,3,17,23,Decision - Split ,900,3,3,Dustin Ortiz,Flyweight Bout,No
3942,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Derrick Lewis vs Guto Inocente,Derrick Lewis,Guto Inocente,0,0,6,16,6,8,7,17,8,10,1,2,0,0,0,0,0,0,93,0,4,12,0,2,2,2,5,5,0,2,1,1,1,9,3,5,2,3,3,3,3,4,0,0,KO/TKO ,210,1,3,Derrick Lewis,Heavyweight Bout,No
3943,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Eddie Gordon vs Dhiego Lima,Dhiego Lima,Eddie Gordon,0,1,5,10,22,42,5,10,22,42,0,0,0,0,0,0,0,0,0,18,4,9,22,42,0,0,0,0,1,1,0,0,5,10,6,19,0,0,1,2,0,0,15,21,KO/TKO ,71,1,3,Eddie Gordon,Middleweight Bout,UF Title
3944,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Corey Anderson vs Matt Van Buren,Corey Anderson,Matt Van Buren,0,0,24,37,2,10,28,45,2,10,2,2,0,0,0,0,0,0,19,0,22,33,1,8,2,3,1,1,0,1,0,1,9,14,2,9,7,13,0,1,8,10,0,0,KO/TKO ,61,1,3,Corey Anderson,Light Heavyweight Bout,UF Title
3945,The Ultimate Fighter: Team Edgar vs Team Penn Finale,Frankie Edgar vs BJ Penn,Frankie Edgar,BJ Penn,0,0,90,162,13,66,159,236,60,116,3,3,0,0,0,0,0,0,532,0,76,142,13,66,6,10,0,0,8,10,0,0,32,81,13,63,0,1,0,3,58,80,0,0,KO/TKO ,856,3,5,Frankie Edgar,Featherweight Bout,No
3946,UFC 175: Weidman vs Machida,Kevin Casey vs Bubba Bush,Kevin Casey,Bubba Bush,1,0,15,18,2,4,24,27,2,4,0,0,0,0,0,0,0,0,50,0,14,17,1,2,1,1,0,1,0,0,1,1,2,3,2,4,0,0,0,0,13,15,0,0,Overturned ,61,1,3,NC,Middleweight Bout,No
3947,UFC 175: Weidman vs Machida,Luke Zachrich vs Guilherme Vasconcelos,Luke Zachrich,Guilherme Vasconcelos,0,0,66,226,49,166,66,226,49,166,1,1,0,3,0,0,0,0,1,0,49,205,29,135,8,11,9,19,9,10,11,12,66,223,48,164,0,3,1,2,0,0,0,0,Decision - Unanimous ,900,3,3,Luke Zachrich,Middleweight Bout,No
3948,UFC 175: Weidman vs Machida,Rob Font vs George Roop,George Roop,Rob Font,0,1,10,37,12,23,10,37,12,23,0,0,0,0,0,0,0,0,17,4,5,28,7,18,2,5,2,2,3,4,3,3,9,34,9,19,1,3,2,2,0,0,1,2,KO/TKO ,139,1,3,Rob Font,Bantamweight Bout,No
3949,UFC 175: Weidman vs Machida,Bruno Santos vs Chris Camozzi,Chris Camozzi,Bruno Santos,0,0,42,85,25,51,67,111,45,82,0,1,4,6,1,0,0,0,2,545,25,65,13,36,9,11,4,7,8,9,8,8,27,66,11,33,4,6,11,11,11,13,3,7,Decision - Split ,900,3,3,Bruno Santos,Middleweight Bout,No
3950,UFC 175: Weidman vs Machida,Kenny Robertson vs Ildemar Alcantara,Kenny Robertson,Ildemar Alcantara,0,0,70,110,22,65,135,195,25,71,3,10,1,2,2,0,1,0,521,43,46,85,14,56,5,6,7,8,19,19,1,1,25,48,15,56,9,11,5,5,36,51,2,4,Decision - Unanimous ,900,3,3,Kenny Robertson,Welterweight Bout,No
3951,UFC 175: Weidman vs Machida,Urijah Faber vs Alex Caceres,Urijah Faber,Alex Caceres,0,0,20,38,20,45,41,62,35,62,5,12,0,0,1,0,0,0,406,31,16,31,10,32,3,6,5,7,1,1,5,6,6,19,13,31,6,9,6,9,8,10,1,5,Submission ,669,3,3,Urijah Faber,Bantamweight Bout,No
3952,UFC 175: Weidman vs Machida,Russell Doane vs Marcus Brimage,Marcus Brimage,Russell Doane,0,0,27,75,24,72,33,81,37,86,2,2,3,9,0,0,0,0,31,278,9,52,15,62,2,3,8,9,16,20,1,1,24,71,14,62,3,4,5,5,0,0,5,5,Decision - Split ,900,3,3,Russell Doane,Bantamweight Bout,No
3953,UFC 175: Weidman vs Machida,Uriah Hall vs Thiago Santos,Uriah Hall,Thiago Santos,0,0,42,113,44,129,42,113,48,133,1,1,0,2,1,0,0,0,5,59,22,80,8,71,4,15,4,17,16,18,32,41,40,107,36,120,1,2,5,5,1,4,3,4,Decision - Unanimous ,900,3,3,Uriah Hall,Middleweight Bout,No
3954,UFC 175: Weidman vs Machida,Ronda Rousey vs Alexis Davis,Ronda Rousey,Alexis Davis,0,0,14,16,2,6,14,16,2,6,1,1,0,0,0,0,0,0,4,0,13,15,2,6,1,1,0,0,0,0,0,0,4,6,2,6,1,1,0,0,9,9,0,0,KO/TKO ,16,1,5,Ronda Rousey,Women's Bantamweight Bout,Yes
3955,UFC 175: Weidman vs Machida,Chris Weidman vs Lyoto Machida,Chris Weidman,Lyoto Machida,0,0,65,177,58,139,90,206,63,145,5,13,0,0,0,0,0,0,278,19,47,136,39,107,7,24,15,26,11,17,4,6,51,156,51,130,8,12,7,8,6,9,0,1,Decision - Unanimous ,1500,5,5,Chris Weidman,Middleweight Bout,Yes
3956,UFC Fight Night: Swanson vs Stephens,Aleksei Oleinik vs Anthony Hamilton,Aleksei Oleinik,Anthony Hamilton,0,0,10,22,6,14,13,26,6,14,1,4,0,1,1,0,0,0,42,17,6,18,5,13,4,4,1,1,0,0,0,0,7,18,5,12,3,4,1,2,0,0,0,0,Submission ,138,1,3,Aleksei Oleinik,Heavyweight Bout,No
3957,UFC Fight Night: Swanson vs Stephens,Ray Borg vs Shane Howell,Ray Borg,Shane Howell,0,0,2,3,0,3,6,8,2,5,1,1,0,0,2,0,0,0,105,0,1,2,0,3,0,0,0,0,1,1,0,0,2,3,0,3,0,0,0,0,0,0,0,0,Submission ,137,1,3,Ray Borg,Flyweight Bout,No
3958,UFC Fight Night: Swanson vs Stephens,Marcelo Guimaraes vs Andy Enz,Marcelo Guimaraes,Andy Enz,0,0,78,166,42,229,85,174,51,239,3,9,0,0,0,0,0,0,178,0,25,99,28,206,15,24,5,13,38,43,9,10,70,152,40,226,8,14,2,3,0,0,0,0,Decision - Split ,900,3,3,Marcelo Guimaraes,Middleweight Bout,No
3959,UFC Fight Night: Swanson vs Stephens,Cody Gibson vs Johnny Bedford,Johnny Bedford,Cody Gibson,0,1,7,11,3,8,7,11,3,8,0,0,0,0,0,0,0,0,0,4,5,9,2,6,2,2,0,1,0,0,1,1,3,4,2,5,4,7,1,2,0,0,0,1,KO/TKO ,38,1,3,Cody Gibson,Bantamweight Bout,No
3960,UFC Fight Night: Swanson vs Stephens,Diego Ferreira vs Colton Smith,Colton Smith,Diego Ferreira,0,0,2,3,7,10,2,3,7,10,0,0,1,1,0,1,0,0,10,10,0,1,4,6,1,1,3,4,1,1,0,0,0,1,2,4,2,2,3,3,0,0,2,3,Submission ,38,1,3,Diego Ferreira,Lightweight Bout,No
3961,UFC Fight Night: Swanson vs Stephens,Joe Ellenberger vs James Moontasri,Joe Ellenberger,James Moontasri,0,1,22,37,35,67,50,73,119,163,3,10,0,0,2,0,0,0,389,303,17,31,31,63,4,5,4,4,1,1,0,0,6,17,11,26,4,5,1,2,12,15,23,39,Decision - Split ,900,3,3,Joe Ellenberger,Lightweight Bout,No
3962,UFC Fight Night: Swanson vs Stephens,Clint Hester vs Antonio Braga Neto,Clint Hester,Antonio Braga Neto,0,0,40,78,16,32,50,88,73,95,1,1,3,8,0,0,1,1,147,472,27,61,15,31,12,14,1,1,1,3,0,0,36,70,5,20,0,1,1,1,4,7,10,11,Decision - Split ,900,3,3,Clint Hester,Middleweight Bout,No
3963,UFC Fight Night: Swanson vs Stephens,Ricardo Lamas vs Hacran Dias,Ricardo Lamas,Hacran Dias,0,0,33,94,31,74,50,111,57,100,2,11,2,5,1,0,1,0,329,214,10,62,17,55,8,12,8,11,15,20,6,8,16,75,26,69,17,19,5,5,0,0,0,0,Decision - Unanimous ,900,3,3,Ricardo Lamas,Featherweight Bout,No
3964,UFC Fight Night: Swanson vs Stephens,Cezar Ferreira vs Andrew Craig,Cezar Ferreira,Andrew Craig,0,1,20,61,16,67,31,72,56,114,2,4,0,1,0,0,0,0,326,33,6,39,12,59,11,19,2,3,3,3,2,5,16,57,13,61,1,1,0,3,3,3,3,3,Decision - Unanimous ,900,3,3,Cezar Ferreira,Middleweight Bout,No
3965,UFC Fight Night: Swanson vs Stephens,Kelvin Gastelum vs Nicholas Musoke,Kelvin Gastelum,Nicholas Musoke,0,0,67,174,36,128,97,207,42,134,0,0,2,6,0,0,1,0,78,257,46,145,27,112,16,22,7,14,5,7,2,2,55,151,34,123,10,21,2,5,2,2,0,0,Decision - Unanimous ,900,3,3,Kelvin Gastelum,Welterweight Bout,No
3966,UFC Fight Night: Swanson vs Stephens,Cub Swanson vs Jeremy Stephens,Cub Swanson,Jeremy Stephens,0,0,87,219,65,228,103,236,76,239,0,0,2,8,0,0,0,0,14,193,57,171,41,190,9,17,8,13,21,31,16,25,83,215,63,220,4,4,2,7,0,0,0,1,Decision - Unanimous ,1500,5,5,Cub Swanson,Featherweight Bout,No
3967,UFC Fight Night: Te Huna vs Marquardt,Gian Villante vs Sean OConnell,Gian Villante,Sean OConnell,0,1,93,164,109,228,120,194,153,276,0,1,0,4,0,2,0,0,6,251,55,122,70,183,23,25,17,22,15,17,22,23,74,142,92,209,19,22,17,19,0,0,0,0,Decision - Split ,900,3,3,Gian Villante,Light Heavyweight Bout,No
3968,UFC Fight Night: Te Huna vs Marquardt,Dan Hooker vs Ian Entwistle,Dan Hooker,Ian Entwistle,0,0,12,18,1,9,51,67,1,9,0,0,0,2,0,3,0,0,113,21,11,17,0,8,1,1,1,1,0,0,0,0,3,5,0,8,1,1,1,1,8,12,0,0,KO/TKO ,214,1,3,Dan Hooker,Featherweight Bout,No
3969,UFC Fight Night: Te Huna vs Marquardt,Neil Magny vs Rodrigo de Lima,Neil Magny,Rodrigo de Lima,1,0,30,55,5,14,31,57,30,41,2,2,1,3,0,2,0,1,38,222,29,54,0,8,1,1,1,2,0,0,4,4,30,55,3,12,0,0,0,0,0,0,2,2,KO/TKO ,452,2,3,Neil Magny,Welterweight Bout,No
3970,UFC Fight Night: Te Huna vs Marquardt,Vik Grujic vs Chris Indich,Chris Indich,Vik Grujic,0,0,14,35,15,30,20,42,24,39,1,1,1,3,0,0,0,0,57,102,3,21,12,27,6,7,1,1,5,7,2,2,6,25,10,21,8,10,5,8,0,0,0,1,KO/TKO ,295,1,3,Vik Grujic,Welterweight Bout,No
3971,UFC Fight Night: Te Huna vs Marquardt,Richie Vaculik vs Roldan Sangchaan,Richie Vaculik,Roldan Sangchaan,0,0,27,50,36,81,55,82,40,85,4,15,1,2,2,0,1,1,427,53,12,32,15,56,9,9,4,6,6,9,17,19,16,38,33,76,9,10,3,5,2,2,0,0,Decision - Unanimous ,900,3,3,Richie Vaculik,Flyweight Bout,No
3972,UFC Fight Night: Te Huna vs Marquardt,Jake Matthews vs Dashon Johnson,Jake Matthews,Dashon Johnson,0,0,60,85,11,15,137,167,24,28,4,11,0,1,1,1,0,1,627,19,51,76,8,12,5,5,2,2,4,4,1,1,4,22,5,9,10,10,6,6,46,53,0,0,Submission ,796,3,3,Jake Matthews,Lightweight Bout,No
3973,UFC Fight Night: Te Huna vs Marquardt,Robert Whittaker vs Mike Rhodes,Robert Whittaker,Mike Rhodes,0,0,66,183,47,146,93,213,52,153,1,1,0,2,0,0,0,0,142,37,46,163,25,115,10,10,4,8,10,10,18,23,62,177,44,142,3,4,3,4,1,2,0,0,Decision - Unanimous ,900,3,3,Robert Whittaker,Welterweight Bout,No
3974,UFC Fight Night: Te Huna vs Marquardt,Charles Oliveira vs Hatsu Hioki,Hatsu Hioki,Charles Oliveira,0,0,11,27,24,38,31,51,33,52,3,4,3,5,0,2,0,0,357,143,7,21,10,23,4,6,10,11,0,0,4,4,6,17,3,14,2,3,14,17,3,7,7,7,Submission ,572,2,3,Charles Oliveira,Featherweight Bout,No
3975,UFC Fight Night: Te Huna vs Marquardt,Jared Rosholt vs Soa Palelei,Soa Palelei,Jared Rosholt,0,0,11,25,43,58,46,62,148,177,0,5,1,4,0,0,0,0,42,695,8,20,16,28,1,2,9,11,2,3,18,19,4,16,4,15,3,5,24,27,4,4,15,16,Decision - Unanimous ,900,3,3,Jared Rosholt,Heavyweight Bout,No
3976,UFC Fight Night: Te Huna vs Marquardt,Nate Marquardt vs James Te Huna,James Te Huna,Nate Marquardt,0,1,6,10,17,27,17,21,29,40,0,1,2,2,0,1,0,0,39,194,1,4,15,23,3,4,2,3,2,2,0,1,0,2,3,9,6,8,2,4,0,0,12,14,Submission ,274,1,5,Nate Marquardt,Middleweight Bout,No
3977,UFC 174: Johnson vs Bagautinov,Jason Saggo vs Josh Shockley,Jason Saggo,Josh Shockley,0,0,10,24,6,12,29,45,13,20,2,3,0,0,0,1,0,0,221,33,9,22,2,6,0,0,3,5,1,2,1,1,1,5,3,7,0,0,1,2,9,19,2,3,KO/TKO ,297,1,3,Jason Saggo,Lightweight Bout,No
3978,UFC 174: Johnson vs Bagautinov,Michinori Tanaka vs Roland Delorme,Roland Delorme,Michinori Tanaka,0,0,2,20,21,37,25,44,78,103,1,1,3,4,0,1,1,1,21,613,2,20,19,34,0,0,1,1,0,0,1,2,1,19,4,10,0,0,1,1,1,1,16,26,Decision - Unanimous ,900,3,3,Michinori Tanaka,Bantamweight Bout,No
3979,UFC 174: Johnson vs Bagautinov,Tae Hyun Bang vs Kajan Johnson,Kajan Johnson,Tae Hyun Bang,0,2,29,91,34,107,29,91,40,113,4,9,0,1,0,0,1,2,105,95,22,79,32,102,5,10,2,4,2,2,0,1,26,86,29,93,2,2,0,4,1,3,5,10,KO/TKO ,721,3,3,Tae Hyun Bang,Lightweight Bout,No
3980,UFC 174: Johnson vs Bagautinov,Yves Jabouin vs Mike Easton,Yves Jabouin,Mike Easton,0,0,60,132,42,121,81,156,110,196,5,8,0,4,0,0,0,1,411,175,38,98,17,92,21,32,18,22,1,2,7,7,44,111,25,99,13,15,10,13,3,6,7,9,Decision - Unanimous ,900,3,3,Yves Jabouin,Bantamweight Bout,No
3981,UFC 174: Johnson vs Bagautinov,Valerie Letourneau vs Elizabeth Phillips,Valerie Letourneau,Elizabeth Phillips,0,0,104,275,67,270,106,278,69,272,0,2,0,3,0,0,0,0,1,125,85,246,57,249,17,25,6,17,2,4,4,4,94,248,64,254,10,27,3,16,0,0,0,0,Decision - Split ,900,3,3,Valerie Letourneau,Women's Bantamweight Bout,No
3982,UFC 174: Johnson vs Bagautinov,Kiichi Kunimoto vs Daniel Sarafian,Daniel Sarafian,Kiichi Kunimoto,0,0,3,4,5,10,3,4,9,14,0,0,1,3,1,1,0,0,0,112,3,4,1,6,0,0,0,0,0,0,4,4,3,4,5,9,0,0,0,0,0,0,0,1,Submission ,172,1,3,Kiichi Kunimoto,Welterweight Bout,No
3983,UFC 174: Johnson vs Bagautinov,Ovince Saint Preux vs Ryan Jimmo,Ovince Saint Preux,Ryan Jimmo,0,0,14,34,15,29,20,40,19,34,2,4,0,1,1,0,0,0,120,61,7,26,4,15,3,3,3,5,4,5,8,9,11,29,13,27,2,4,2,2,1,1,0,0,KO/TKO ,430,2,3,Ovince Saint Preux,Light Heavyweight Bout,No
3984,UFC 174: Johnson vs Bagautinov,Andrei Arlovski vs Brendan Schaub,Andrei Arlovski,Brendan Schaub,0,0,12,55,30,88,40,86,65,136,0,1,1,5,0,0,0,0,190,192,6,43,23,77,3,6,7,11,3,6,0,0,11,50,15,48,1,5,3,8,0,0,12,32,Decision - Split ,900,3,3,Andrei Arlovski,Heavyweight Bout,No
3985,UFC 174: Johnson vs Bagautinov,Ryan Bader vs Rafael Cavalcante,Ryan Bader,Rafael Cavalcante,0,0,53,94,10,37,107,154,20,47,7,16,0,0,0,0,0,0,500,31,22,61,10,34,16,18,0,1,15,15,0,2,17,49,7,31,10,13,3,5,26,32,0,1,Decision - Unanimous ,900,3,3,Ryan Bader,Light Heavyweight Bout,No
3986,UFC 174: Johnson vs Bagautinov,Rory MacDonald vs Tyron Woodley,Rory MacDonald,Tyron Woodley,0,0,49,150,26,81,97,202,38,94,1,2,0,2,0,0,0,0,186,85,29,115,10,61,19,31,9,13,1,4,7,7,46,145,18,69,1,1,8,12,2,4,0,0,Decision - Unanimous ,900,3,3,Rory MacDonald,Welterweight Bout,No
3987,UFC 174: Johnson vs Bagautinov,Demetrious Johnson vs Ali Bagautinov,Demetrious Johnson,Ali Bagautinov,0,0,133,215,36,122,164,248,66,158,0,4,2,12,0,0,0,0,86,491,51,109,9,79,41,52,24,31,41,54,3,12,59,120,11,81,73,94,25,41,1,1,0,0,Decision - Unanimous ,1500,5,5,Demetrious Johnson,Flyweight Bout,Yes
3988,UFC Fight Night: Henderson vs Khabilov,Patrick Cummins vs Roger Narvaez,Patrick Cummins,Roger Narvaez,0,0,32,55,3,22,49,73,4,23,3,5,0,0,1,0,0,0,235,0,29,51,3,21,2,3,0,0,1,1,0,1,5,16,3,22,2,3,0,0,25,36,0,0,KO/TKO ,448,2,3,Patrick Cummins,Light Heavyweight Bout,No
