,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass,TitleFight
3844,UFC Fight Night: Bigfoot vs Arlovski,Sean Spencer vs Paulo Thiago,Paulo Thiago,Sean Spencer,0,1,36,111,63,159,46,123,105,202,0,7,1,2,0,0,1,0,159,296,25,95,46,135,9,14,13,20,2,2,4,4,32,106,47,141,4,5,4,5,0,0,12,13,Decision - Unanimous ,900,3,3,Sean Spencer,Welterweight Bout,No
3845,UFC Fight Night: Bigfoot vs Arlovski,Francisco Trinaldo vs Leandro Silva,Francisco Trinaldo,Leandro Silva,0,0,36,54,26,40,67,86,63,77,0,2,4,8,0,1,1,0,238,409,16,32,15,25,12,14,7,11,8,8,4,4,22,36,18,32,10,12,8,8,4,6,0,0,Decision - Unanimous ,900,3,3,Francisco Trinaldo,Lightweight Bout,No
3846,UFC Fight Night: Bigfoot vs Arlovski,George Sullivan vs Igor Araujo,Igor Araujo,George Sullivan,0,0,8,20,43,63,8,20,111,137,2,7,1,2,0,0,0,0,0,324,2,10,32,52,2,5,8,8,4,5,3,3,7,19,5,24,1,1,2,2,0,0,36,37,KO/TKO ,451,2,3,George Sullivan,Welterweight Bout,No
3847,UFC Fight Night: Bigfoot vs Arlovski,Godofredo Pepey vs Dashon Johnson,Godofredo Pepey,Dashon Johnson,0,0,8,20,7,11,9,21,11,15,0,0,1,2,2,0,1,0,3,58,8,18,4,8,0,1,2,2,0,1,1,1,3,15,3,7,0,0,1,1,5,5,3,3,Submission ,269,1,3,Godofredo Pepey,Featherweight Bout,No
3848,UFC Fight Night: Bigfoot vs Arlovski,Jessica Andrade vs Larissa Pacheco,Jessica Andrade,Larissa Pacheco,0,0,19,24,6,13,44,52,11,18,1,1,0,1,2,0,0,0,261,0,14,19,5,12,5,5,1,1,0,0,0,0,1,4,3,8,0,0,1,1,18,20,2,4,Submission ,273,1,3,Jessica Andrade,Women's Bantamweight Bout,No
3849,UFC Fight Night: Bigfoot vs Arlovski,Iuri Alcantara vs Russell Doane,Iuri Alcantara,Russell Doane,0,0,27,52,14,41,59,88,98,139,2,4,6,12,0,0,0,1,130,518,11,29,13,40,16,23,1,1,0,0,0,0,19,42,2,18,3,3,1,2,5,7,11,21,Decision - Unanimous ,900,3,3,Iuri Alcantara,Bantamweight Bout,No
3850,UFC Fight Night: Bigfoot vs Arlovski,Santiago Ponzinibbio vs Wendell Oliveira Marques,Santiago Ponzinibbio,Wendell Oliveira Marques,1,0,10,26,8,24,10,26,8,24,0,0,0,0,0,0,0,0,1,0,10,24,4,20,0,2,0,0,0,0,4,4,9,23,8,24,0,1,0,0,1,2,0,0,KO/TKO ,80,1,3,Santiago Ponzinibbio,Welterweight Bout,No
3851,UFC Fight Night: Bigfoot vs Arlovski,Leonardo Santos vs Efrain Escudero,Leonardo Santos,Efrain Escudero,0,1,36,98,43,101,66,132,77,143,2,4,0,0,0,0,0,0,416,50,23,75,27,80,7,17,6,11,6,6,10,10,20,79,37,92,1,3,4,5,15,16,2,4,Decision - Unanimous ,900,3,3,Leonardo Santos,Lightweight Bout,No
3852,UFC Fight Night: Bigfoot vs Arlovski,Gleison Tibau vs Piotr Hallmann,Gleison Tibau,Piotr Hallmann,0,0,30,74,52,113,41,89,86,148,5,11,0,0,0,0,0,0,339,98,22,61,11,48,4,9,28,46,4,4,13,19,20,60,23,62,10,14,29,51,0,0,0,0,Decision - Split ,900,3,3,Gleison Tibau,Lightweight Bout,No
3853,UFC Fight Night: Bigfoot vs Arlovski,Andrei Arlovski vs Antonio Silva,Antonio Silva,Andrei Arlovski,0,1,6,13,13,33,6,13,14,34,0,0,0,0,0,0,0,0,0,3,2,7,8,27,2,3,4,5,2,3,1,1,5,11,8,26,1,2,1,3,0,0,4,4,KO/TKO ,179,1,5,Andrei Arlovski,Heavyweight Bout,No
3854,UFC Fight Night: Jacare vs Mousasi,Chas Skelly vs Sean Soriano,Sean Soriano,Chas Skelly,0,0,24,48,13,36,34,61,62,90,0,0,4,7,0,7,3,2,181,600,19,38,12,33,2,7,0,2,3,3,1,1,12,24,5,26,5,7,2,3,7,17,6,7,Decision - Unanimous ,900,3,3,Chas Skelly,Featherweight Bout,No
3855,UFC Fight Night: Jacare vs Mousasi,Chris Beal vs Tateki Matsuda,Chris Beal,Tateki Matsuda,0,0,45,123,41,111,66,144,70,142,3,4,0,1,1,0,1,1,328,112,40,117,19,74,4,5,4,8,1,1,18,29,15,77,37,105,7,11,1,3,23,35,3,3,Decision - Unanimous ,900,3,3,Chris Beal,Bantamweight Bout,No
3856,UFC Fight Night: Jacare vs Mousasi,Rafael Natal vs Chris Camozzi,Rafael Natal,Chris Camozzi,0,0,36,73,67,112,46,84,86,134,2,12,0,1,0,0,0,0,164,165,6,36,39,82,16,22,10,10,14,15,18,20,30,65,57,100,6,8,10,12,0,0,0,0,Decision - Split ,900,3,3,Rafael Natal,Middleweight Bout,No
3857,UFC Fight Night: Jacare vs Mousasi,Al Iaquinta vs Rodrigo Damm,Al Iaquinta,Rodrigo Damm,1,0,93,221,57,177,93,221,57,177,0,0,0,5,0,0,0,0,6,10,67,183,51,168,14,26,5,6,12,12,1,3,90,217,57,177,2,3,0,0,1,1,0,0,KO/TKO ,746,3,3,Al Iaquinta,Lightweight Bout,No
3858,UFC Fight Night: Jacare vs Mousasi,John Moraga vs Justin Scoggins,John Moraga,Justin Scoggins,0,0,4,12,13,18,13,22,34,41,0,0,3,3,3,0,0,0,0,271,2,6,6,11,0,2,3,3,2,4,4,4,4,12,11,16,0,0,0,0,0,0,2,2,Submission ,347,2,3,John Moraga,Flyweight Bout,No
3859,UFC Fight Night: Jacare vs Mousasi,Joe Lauzon vs Michael Chiesa,Joe Lauzon,Michael Chiesa,0,0,21,41,30,57,42,66,42,70,2,7,1,4,0,0,1,0,164,82,17,37,14,40,4,4,10,11,0,0,6,6,10,27,19,43,4,4,11,14,7,10,0,0,TKO - Doctor's Stoppage ,434,2,3,Joe Lauzon,Lightweight Bout,No
3860,UFC Fight Night: Jacare vs Mousasi,Matt Mitrione vs Derrick Lewis,Matt Mitrione,Derrick Lewis,0,0,7,11,1,1,9,13,1,1,0,0,0,0,0,0,0,0,7,0,7,11,1,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,5,8,0,0,KO/TKO ,41,1,3,Matt Mitrione,Heavyweight Bout,No
3861,UFC Fight Night: Jacare vs Mousasi,Ben Rothwell vs Alistair Overeem,Alistair Overeem,Ben Rothwell,0,1,20,21,17,27,20,21,22,32,0,1,0,0,0,0,0,0,2,13,5,6,15,25,7,7,2,2,8,8,0,0,18,19,12,22,2,2,0,0,0,0,5,5,KO/TKO ,139,1,3,Ben Rothwell,Heavyweight Bout,No
3862,UFC Fight Night: Jacare vs Mousasi,Jacare Souza vs Gegard Mousasi,Jacare Souza,Gegard Mousasi,0,0,32,56,26,56,59,86,78,109,4,10,0,0,1,0,0,0,648,14,15,37,23,53,9,11,1,1,8,8,2,2,16,39,19,45,5,6,7,11,11,11,0,0,Submission ,870,3,5,Jacare Souza,Middleweight Bout,No
3863,UFC 177: Dillashaw vs Soto,Chris Wade vs Cain Carrizosa,Chris Wade,Cain Carrizosa,0,0,0,1,0,3,5,6,0,3,1,1,0,0,1,0,0,0,44,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,Submission ,72,1,3,Chris Wade,Lightweight Bout,No
3864,UFC 177: Dillashaw vs Soto,Anthony Hamilton vs Ruan Potts,Ruan Potts,Anthony Hamilton,0,0,10,29,60,64,24,45,82,87,0,3,5,6,0,0,0,0,1,350,7,23,2,5,1,2,53,53,2,4,5,6,8,27,4,6,2,2,5,5,0,0,51,53,KO/TKO ,557,2,3,Anthony Hamilton,Heavyweight Bout,No
3865,UFC 177: Dillashaw vs Soto,Derek Brunson vs Lorenz Larkin,Lorenz Larkin,Derek Brunson,0,0,20,40,12,30,32,53,98,125,0,0,4,12,0,1,0,0,0,642,7,24,10,27,13,15,2,2,0,1,0,1,15,34,4,22,5,6,2,2,0,0,6,6,Decision - Unanimous ,900,3,3,Derek Brunson,Middleweight Bout,No
3866,UFC 177: Dillashaw vs Soto,Yancy Medeiros vs Damon Jackson,Yancy Medeiros,Damon Jackson,0,0,29,55,20,49,36,62,22,51,0,0,0,5,2,0,0,0,39,139,16,38,11,34,11,15,5,11,2,2,4,4,21,45,15,40,8,10,5,9,0,0,0,0,Submission ,414,2,3,Yancy Medeiros,Lightweight Bout,No
3867,UFC 177: Dillashaw vs Soto,Diego Ferreira vs Ramsey Nijem,Ramsey Nijem,Diego Ferreira,0,1,18,58,25,70,27,67,33,79,2,4,0,0,0,2,0,1,101,47,13,52,17,56,3,4,6,11,2,2,2,3,15,46,16,61,0,1,0,0,3,11,9,9,KO/TKO ,413,2,3,Diego Ferreira,Lightweight Bout,No
3868,UFC 177: Dillashaw vs Soto,Bethe Correia vs Shayna Baszler,Bethe Correia,Shayna Baszler,0,0,68,103,8,30,97,132,19,41,0,0,1,4,0,1,0,0,156,115,50,79,8,30,17,23,0,0,1,1,0,0,42,66,4,20,25,36,4,10,1,1,0,0,KO/TKO ,416,2,3,Bethe Correia,Women's Bantamweight Bout,No
3869,UFC 177: Dillashaw vs Soto,Tony Ferguson vs Danny Castillo,Tony Ferguson,Danny Castillo,0,0,23,80,23,105,71,130,30,114,0,0,2,8,1,1,1,1,7,569,10,62,23,102,3,3,0,3,10,15,0,0,22,76,21,95,0,3,0,0,1,1,2,10,Decision - Split ,900,3,3,Tony Ferguson,Lightweight Bout,No
3870,UFC 177: Dillashaw vs Soto,TJ Dillashaw vs Joe Soto,TJ Dillashaw,Joe Soto,1,0,151,454,62,197,156,461,63,198,2,3,0,5,0,0,0,0,112,0,113,400,53,184,22,33,6,8,16,21,3,5,144,440,62,194,6,10,0,3,1,4,0,0,KO/TKO ,1340,5,5,TJ Dillashaw,Bantamweight Bout,Yes
3871,UFC Fight Night: Henderson vs Dos Anjos,Wilson Reis vs Joby Sanchez,Wilson Reis,Joby Sanchez,0,1,22,67,20,86,70,138,36,102,9,14,0,0,1,0,0,1,395,16,13,55,16,75,2,5,4,11,7,7,0,0,18,61,15,74,2,4,0,3,2,2,5,9,Decision - Unanimous ,900,3,3,Wilson Reis,Flyweight Bout,No
3872,UFC Fight Night: Henderson vs Dos Anjos,Ben Saunders vs Chris Heatherly,Ben Saunders,Chris Heatherly,0,0,4,6,4,5,6,11,7,9,0,0,1,1,2,0,0,0,44,74,1,3,1,2,1,1,3,3,2,2,0,0,3,4,3,4,0,0,0,0,1,2,1,1,Submission ,138,1,3,Ben Saunders,Welterweight Bout,No
3873,UFC Fight Night: Henderson vs Dos Anjos,Matt Hobar vs Aaron Phillips,Aaron Phillips,Matt Hobar,0,0,38,54,63,100,230,279,120,172,0,1,6,9,0,0,0,0,0,775,23,39,51,85,12,12,8,11,3,3,4,4,14,25,6,15,17,18,21,28,7,11,36,57,Decision - Unanimous ,900,3,3,Matt Hobar,Bantamweight Bout,No
3874,UFC Fight Night: Henderson vs Dos Anjos,Beneil Dariush vs Anthony Rocco Martin,Beneil Dariush,Anthony Rocco Martin,0,0,26,61,34,72,30,65,38,76,2,3,1,4,1,0,0,0,71,140,6,32,24,59,17,24,2,4,3,5,8,9,15,47,27,61,11,14,7,11,0,0,0,0,Submission ,518,2,3,Beneil Dariush,Lightweight Bout,No
3875,UFC Fight Night: Henderson vs Dos Anjos,Neil Magny vs Alex Garcia,Neil Magny,Alex Garcia,0,0,39,79,5,39,130,175,27,68,3,6,3,7,0,0,0,1,240,371,18,56,4,35,6,7,1,4,15,16,0,0,16,51,4,34,17,18,0,1,6,10,1,4,Decision - Unanimous ,900,3,3,Neil Magny,Welterweight Bout,No
3876,UFC Fight Night: Henderson vs Dos Anjos,Chas Skelly vs Tom Niinimaki,Chas Skelly,Tom Niinimaki,0,0,2,11,1,4,3,12,3,6,1,1,0,0,1,1,0,0,75,56,2,11,1,4,0,0,0,0,0,0,0,0,1,9,1,3,1,2,0,1,0,0,0,0,Submission ,155,1,3,Chas Skelly,Featherweight Bout,No
3877,UFC Fight Night: Henderson vs Dos Anjos,James Vick vs Valmir Lazaro,James Vick,Valmir Lazaro,1,0,77,221,91,231,83,227,96,236,0,1,4,10,0,0,1,0,23,58,51,189,64,190,15,19,15,26,11,13,12,15,68,210,79,209,9,11,12,22,0,0,0,0,Decision - Unanimous ,900,3,3,James Vick,Lightweight Bout,No
3878,UFC Fight Night: Henderson vs Dos Anjos,Max Holloway vs Clay Collard,Max Holloway,Clay Collard,0,0,124,204,70,209,137,219,73,213,0,0,1,10,0,0,0,1,154,109,95,170,38,155,26,29,16,31,3,5,16,23,70,143,52,181,14,17,14,21,40,44,4,7,KO/TKO ,827,3,3,Max Holloway,Catch Weight Bout,No
3879,UFC Fight Night: Henderson vs Dos Anjos,Thales Leites vs Francis Carmont,Francis Carmont,Thales Leites,0,1,18,51,18,43,18,51,19,44,0,1,0,1,0,0,0,0,27,51,9,39,11,33,2,4,3,6,7,8,4,4,16,49,12,31,2,2,5,9,0,0,1,3,KO/TKO ,320,2,3,Thales Leites,Middleweight Bout,No
3880,UFC Fight Night: Henderson vs Dos Anjos,Jordan Mein vs Mike Pyle,Mike Pyle,Jordan Mein,0,1,2,8,10,15,2,8,10,15,0,2,0,0,0,0,0,0,4,0,0,4,9,14,0,2,0,0,2,2,1,1,2,8,5,8,0,0,0,0,0,0,5,7,KO/TKO ,72,1,3,Jordan Mein,Welterweight Bout,No
3881,UFC Fight Night: Henderson vs Dos Anjos,Rafael Dos Anjos vs Benson Henderson,Benson Henderson,Rafael Dos Anjos,0,1,10,27,18,30,10,27,18,30,0,1,0,0,0,0,0,0,2,2,3,18,11,22,4,6,4,5,3,3,3,3,10,27,15,25,0,0,2,2,0,0,1,3,KO/TKO ,151,1,5,Rafael Dos Anjos,Lightweight Bout,No
3882,UFC Fight Night: Bisping vs Le,Milana Dudieva vs Elizabeth Phillips,Elizabeth Phillips,Milana Dudieva,0,0,25,54,11,36,51,83,48,80,0,0,2,5,0,0,2,0,453,155,18,45,6,28,3,5,5,8,4,4,0,0,11,32,6,30,1,1,5,6,13,21,0,0,Decision - Split ,900,3,3,Milana Dudieva,Women's Bantamweight Bout,No
3883,UFC Fight Night: Bisping vs Le,Royston Wee vs Yao Zhikui,Yao Zhikui,Royston Wee,0,0,27,67,18,29,107,152,88,106,0,0,3,4,0,0,2,0,237,469,26,66,6,15,1,1,3,3,0,0,9,11,19,45,12,21,3,7,3,4,5,15,3,4,Decision - Split ,900,3,3,Royston Wee,Bantamweight Bout,No
3884,UFC Fight Night: Bisping vs Le,Colby Covington vs Anying Wang,Anying Wang,Colby Covington,0,0,0,5,11,17,2,7,66,88,0,0,2,2,0,0,0,0,0,231,0,5,9,15,0,0,2,2,0,0,0,0,0,5,2,2,0,0,0,0,0,0,9,15,KO/TKO ,290,1,3,Colby Covington,Welterweight Bout,No
3885,UFC Fight Night: Bisping vs Le,Yuta Sasaki vs Roland Delorme,Roland Delorme,Yuta Sasaki,0,0,1,4,5,8,1,4,5,8,0,0,0,1,0,1,0,0,0,32,1,3,5,8,0,1,0,0,0,0,0,0,1,4,5,8,0,0,0,0,0,0,0,0,Submission ,66,1,3,Yuta Sasaki,Bantamweight Bout,No
3886,UFC Fight Night: Bisping vs Le,Alberto Mina vs Shinsho Anzai,Alberto Mina,Shinsho Anzai,1,0,34,58,31,46,38,62,41,60,0,2,1,1,0,0,1,0,36,49,30,53,29,44,4,5,2,2,0,0,0,0,22,44,26,40,3,5,5,6,9,9,0,0,KO/TKO ,257,1,3,Alberto Mina,Welterweight Bout,No
3887,UFC Fight Night: Bisping vs Le,Sai Wang vs Danny Mitchell,Sai Wang,Danny Mitchell,0,0,64,124,58,120,111,178,83,147,0,2,0,8,0,1,0,0,227,189,38,93,27,79,17,20,14,16,9,11,17,25,35,89,48,108,18,22,10,12,11,13,0,0,Decision - Unanimous ,900,3,3,Sai Wang,Welterweight Bout,No
3888,UFC Fight Night: Bisping vs Le,Guangyou Ning vs Jianping Yang,Guangyou Ning,Jianping Yang,0,0,31,91,21,78,41,103,24,82,2,3,1,4,1,0,0,0,123,31,13,64,4,47,8,14,0,4,10,13,17,27,28,86,21,77,3,4,0,1,0,1,0,0,Decision - Unanimous ,900,3,3,Guangyou Ning,Featherweight Bout,UF Title
3889,UFC Fight Night: Bisping vs Le,Zhang Lipeng vs Brendan OReilly,Zhang Lipeng,Brendan OReilly,0,0,19,40,15,50,130,179,74,121,2,4,0,3,1,0,0,1,483,196,7,25,7,35,6,9,4,8,6,6,4,7,9,27,12,41,6,7,3,4,4,6,0,5,Decision - Unanimous ,900,3,3,Zhang Lipeng,Lightweight Bout,No
3890,UFC Fight Night: Bisping vs Le,Tyron Woodley vs Dong Hyun Kim,Tyron Woodley,Dong Hyun Kim,1,0,13,15,2,4,13,15,19,21,0,0,0,0,0,0,0,0,50,0,8,10,0,2,1,1,2,2,4,4,0,0,1,2,0,2,6,6,2,2,6,7,0,0,KO/TKO ,61,1,3,Tyron Woodley,Welterweight Bout,No
3891,UFC Fight Night: Bisping vs Le,Michael Bisping vs Cung Le,Michael Bisping,Cung Le,1,0,92,270,38,110,92,270,38,110,0,0,0,0,0,0,0,0,3,0,68,236,9,67,16,24,19,33,8,10,10,10,88,265,38,110,2,2,0,0,2,3,0,0,KO/TKO ,957,4,5,Michael Bisping,Middleweight Bout,No
3892,UFC Fight Night: Bader vs Saint Preux,Frankie Saenz vs Nolan Ticman,Nolan Ticman,Frankie Saenz,0,0,25,53,67,129,31,59,83,153,0,0,5,9,0,0,0,0,18,347,13,39,31,83,9,11,9,16,3,3,27,30,22,47,24,71,1,2,39,49,2,4,4,9,Decision - Unanimous ,900,3,3,Frankie Saenz,Bantamweight Bout,No
3893,UFC Fight Night: Bader vs Saint Preux,Tom Watson vs Sam Alvey,Tom Watson,Sam Alvey,0,0,85,167,82,168,86,168,91,177,0,4,0,0,0,0,0,0,89,26,34,105,71,150,8,13,10,17,43,49,1,1,79,155,40,103,6,12,40,62,0,0,2,3,Decision - Unanimous ,900,3,3,Tom Watson,Middleweight Bout,No
3894,UFC Fight Night: Bader vs Saint Preux,Sara McMann vs Lauren Murphy,Sara McMann,Lauren Murphy,0,0,38,80,48,83,64,112,193,236,5,9,0,0,0,0,0,0,638,16,23,59,41,76,6,12,1,1,9,9,6,6,21,57,15,46,4,4,3,3,13,19,30,34,Decision - Split ,900,3,3,Sara McMann,Women's Bantamweight Bout,No
3895,UFC Fight Night: Bader vs Saint Preux,Jussier Formiga vs Zach Makovsky,Jussier Formiga,Zach Makovsky,0,0,11,28,25,69,51,78,59,107,2,4,1,4,0,0,0,1,282,247,10,26,23,64,1,2,0,3,0,0,2,2,5,18,11,45,2,2,0,0,4,8,14,24,Decision - Unanimous ,900,3,3,Jussier Formiga,Flyweight Bout,No
3896,UFC Fight Night: Bader vs Saint Preux,Thiago Tavares vs Robert Peralta,Thiago Tavares,Robert Peralta,0,0,18,31,0,2,45,63,3,5,2,3,0,0,1,0,0,0,232,0,18,31,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,18,29,0,0,Submission ,267,1,3,Thiago Tavares,Featherweight Bout,No
3897,UFC Fight Night: Bader vs Saint Preux,Shawn Jordan vs Jack May,Shawn Jordan,Jack May,0,0,32,54,20,59,77,112,22,61,3,4,0,0,0,0,0,0,317,0,28,48,13,47,4,6,5,8,0,0,2,4,10,22,11,45,0,2,9,14,22,30,0,0,KO/TKO ,723,3,3,Shawn Jordan,Heavyweight Bout,No
3898,UFC Fight Night: Bader vs Saint Preux,Alan Jouban vs Seth Baczynski,Seth Baczynski,Alan Jouban,0,1,25,65,25,43,27,68,26,44,1,2,0,0,0,0,0,0,43,17,23,60,15,32,2,5,5,6,0,0,5,5,15,45,14,28,8,16,9,13,2,4,2,2,KO/TKO ,263,1,3,Alan Jouban,Welterweight Bout,No
3899,UFC Fight Night: Bader vs Saint Preux,Tim Boetsch vs Brad Tavares,Tim Boetsch,Brad Tavares,2,0,14,28,24,56,40,56,37,70,1,5,0,1,0,0,0,0,35,257,10,23,17,49,4,5,7,7,0,0,0,0,5,13,7,26,5,10,17,30,4,5,0,0,KO/TKO ,498,2,3,Tim Boetsch,Middleweight Bout,No
3900,UFC Fight Night: Bader vs Saint Preux,Ross Pearson vs Gray Maynard,Gray Maynard,Ross Pearson,0,1,15,47,26,55,25,58,35,64,2,4,0,0,0,0,0,0,73,8,9,40,20,45,6,7,4,8,0,0,2,2,12,44,16,44,3,3,6,7,0,0,4,4,KO/TKO ,395,2,3,Ross Pearson,Lightweight Bout,No
3901,UFC Fight Night: Bader vs Saint Preux,Ryan Bader vs Ovince Saint Preux,Ryan Bader,Ovince Saint Preux,0,0,24,72,24,91,77,137,30,97,9,21,2,2,1,0,0,0,610,107,18,57,17,75,3,8,6,13,3,7,1,3,13,53,20,84,2,4,4,6,9,15,0,1,Decision - Unanimous ,1500,5,5,Ryan Bader,Light Heavyweight Bout,No
3902,UFC on FOX: Lawler vs Brown,Noad Lahat vs Steven Siler,Steven Siler,Noad Lahat,0,0,35,92,26,91,56,119,76,143,0,0,4,17,0,2,1,0,221,199,26,80,15,73,2,4,1,6,7,8,10,12,32,82,22,87,1,3,0,0,2,7,4,4,Decision - Unanimous ,900,3,3,Noad Lahat,Featherweight Bout,No
3903,UFC on FOX: Lawler vs Brown,Joanna Jedrzejczyk vs Juliana Lima,Juliana Lima,Joanna Jedrzejczyk,0,0,18,77,46,168,38,103,55,180,1,14,0,0,0,0,0,0,370,9,8,56,24,128,3,5,21,36,7,16,1,4,13,69,34,152,3,5,12,16,2,3,0,0,Decision - Unanimous ,900,3,3,Joanna Jedrzejczyk,Women's Strawweight Bout,No
3904,UFC on FOX: Lawler vs Brown,Gilbert Burns vs Andreas Stahl,Andreas Stahl,Gilbert Burns,0,0,41,111,44,140,69,143,56,153,0,1,2,10,0,0,0,0,181,223,28,94,27,114,9,12,15,23,4,5,2,3,26,88,29,118,13,21,15,22,2,2,0,0,Decision - Unanimous ,900,3,3,Gilbert Burns,Welterweight Bout,No
3905,UFC on FOX: Lawler vs Brown,Tiago dos Santos e Silva vs Akbarh Arreola,Akbarh Arreola,Tiago dos Santos e Silva,0,0,30,73,62,163,30,73,88,195,2,2,0,0,0,0,0,0,10,205,9,46,20,102,16,18,8,19,5,9,34,42,26,68,38,127,1,2,24,35,3,3,0,1,Decision - Unanimous ,900,3,3,Tiago dos Santos e Silva,Lightweight Bout,No
3906,UFC on FOX: Lawler vs Brown,Mike de la Torre vs Brian Ortega,Mike de la Torre,Brian Ortega,0,0,6,11,3,6,8,14,5,8,0,1,1,3,0,2,0,0,0,72,4,9,1,4,2,2,2,2,0,0,0,0,5,9,2,5,1,2,1,1,0,0,0,0,Overturned ,99,1,3,NC,Featherweight Bout,No
3907,UFC on FOX: Lawler vs Brown,Tim Means vs Hernani Perpetuo,Hernani Perpetuo,Tim Means,0,0,61,189,85,210,63,191,85,211,0,3,1,4,0,0,0,0,2,33,35,147,44,144,8,19,25,48,18,23,16,18,56,178,80,199,5,11,5,11,0,0,0,0,Decision - Unanimous ,900,3,3,Tim Means,Welterweight Bout,No
3908,UFC on FOX: Lawler vs Brown,Patrick Cummins vs Kyle Kingsbury,Kyle Kingsbury,Patrick Cummins,0,0,22,85,73,129,22,85,115,176,0,1,10,17,0,0,0,0,16,574,7,65,66,120,4,4,5,7,11,16,2,2,16,79,19,53,6,6,10,13,0,0,44,63,Decision - Unanimous ,900,3,3,Patrick Cummins,Light Heavyweight Bout,No
3909,UFC on FOX: Lawler vs Brown,Jorge Masvidal vs Daron Cruickshank,Daron Cruickshank,Jorge Masvidal,1,0,19,83,51,92,23,87,99,150,2,3,2,4,1,2,0,0,24,450,6,61,35,69,7,16,11,13,6,6,5,10,17,76,23,50,0,1,8,9,2,6,20,33,Decision - Unanimous ,900,3,3,Jorge Masvidal,Lightweight Bout,No
3910,UFC on FOX: Lawler vs Brown,Bobby Green vs Josh Thomson,Josh Thomson,Bobby Green,0,0,45,120,59,141,45,120,63,145,0,5,0,2,0,0,0,0,19,52,25,91,18,79,5,10,23,37,15,19,18,25,40,111,56,135,2,5,3,6,3,4,0,0,Decision - Split ,900,3,3,Bobby Green,Lightweight Bout,No
3911,UFC on FOX: Lawler vs Brown,Dennis Bermudez vs Clay Guida,Clay Guida,Dennis Bermudez,0,0,28,79,47,114,39,95,66,135,0,3,2,7,0,1,0,0,16,130,24,73,36,99,1,1,5,6,3,5,6,9,26,76,37,101,2,3,10,13,0,0,0,0,Submission ,477,2,3,Dennis Bermudez,Featherweight Bout,No
3912,UFC on FOX: Lawler vs Brown,Anthony Johnson vs Rogerio Nogueira,Anthony Johnson,Rogerio Nogueira,1,0,8,17,0,2,8,17,0,2,0,0,0,0,0,0,0,0,1,0,8,17,0,2,0,0,0,0,0,0,0,0,8,17,0,2,0,0,0,0,0,0,0,0,KO/TKO ,44,1,3,Anthony Johnson,Light Heavyweight Bout,No
3913,UFC on FOX: Lawler vs Brown,Robbie Lawler vs Matt Brown,Robbie Lawler,Matt Brown,0,0,80,200,82,242,87,207,89,250,2,2,2,8,0,0,0,0,237,70,64,182,45,182,13,15,26,38,3,3,11,22,68,182,69,228,7,10,13,14,5,8,0,0,Decision - Unanimous ,1500,5,5,Robbie Lawler,Welterweight Bout,No
3914,UFC Fight Night: McGregor vs Brandao,Paddy Holohan vs Josh Sampo,Paddy Holohan,Josh Sampo,1,0,10,29,3,11,20,39,3,11,0,1,0,0,1,1,0,0,113,0,7,22,2,8,0,2,1,2,3,5,0,1,7,21,3,11,0,1,0,0,3,7,0,0,Submission ,186,1,3,Paddy Holohan,Flyweight Bout,No
3915,UFC Fight Night: McGregor vs Brandao,Nikita Krylov vs Cody Donovan,Cody Donovan,Nikita Krylov,1,0,21,39,42,70,31,50,80,114,1,2,0,0,2,0,0,2,94,112,17,34,29,52,4,5,9,14,0,0,4,4,6,13,11,24,14,23,21,31,1,3,10,15,KO/TKO ,297,1,3,Nikita Krylov,Light Heavyweight Bout,No
3916,UFC Fight Night: McGregor vs Brandao,Trevor Smith vs Tor Troeng,Tor Troeng,Trevor Smith,0,0,26,45,42,59,42,63,89,110,1,5,2,5,0,2,0,2,265,431,13,31,17,30,11,12,13,17,2,2,12,12,14,32,15,28,12,13,11,14,0,0,16,17,Decision - Unanimous ,900,3,3,Trevor Smith,Middleweight Bout,No
